audit_id,date,store_id,store_name,store_format,city,region,auditor_name,brand,product_name,sku_code,variant,size_ml,shelf_facings,total_shelf_facings,share_of_shelf_pct,shelf_level,shelf_position,in_stock,out_of_stock_duration_days,shelf_price,promo_price,on_promotion,display_type,planogram_compliant,competitor_brand,notes
AUD00257,2024-10-01,STR7418,Frank Ross,Pharmacy,Ahmedabad,West,Suresh Kumar,TRESemmé,TRESemmé Smoothing Shampoo,TRE700SMO58,Smoothing,700,6,35,17.14,Bottom,Right,True,0,576.99,,False,Clip Strip,True,Herbal Essences,
AUD00258,2024-11-12,STR8545,Spencer's,Supermarket,Mumbai,West,Neha Gupta,Clinic Plus,Clinic Plus Argan Oil Shampoo,CLI340ARG23,Argan Oil,340,4,49,8.16,Eye Level,Center-Right,True,0,594.69,,False,Standard Shelf,False,Rejoice,
AUD00259,2024-09-29,STR4334,Reliance Fresh,Supermarket,Hyderabad,South,Priya Sharma,Head & Shoulders,Head & Shoulders Smoothing Shampoo,HEA400SMO78,Smoothing,400,5,25,20.0,Bottom,Center-Left,True,0,631.86,,False,Standard Shelf,True,Garnier,
AUD00260,2024-11-05,STR8180,D-Mart,Hypermarket,Ahmedabad,West,Divya Nair,L'Oréal,L'Oréal Anti-Dandruff Shampoo,L'O700ANT49,Anti-Dandruff,700,5,50,10.0,Top,Center,True,0,276.08,,False,Clip Strip,False,Head & Shoulders,
AUD00261,2024-02-22,STR8209,Costco India,Wholesale,Bangalore,South,Vikram Rao,L'Oréal,L'Oréal Repair & Care Shampoo,L'O400REP68,Repair & Care,400,4,27,14.81,Top,Right,True,0,306.6,,False,Standard Shelf,True,Rejoice,
AUD00262,2024-07-22,STR6853,MedPlus,Pharmacy,Kolkata,East,Rahul Verma,TRESemmé,TRESemmé Argan Oil Shampoo,TRE200ARG44,Argan Oil,200,1,55,1.82,Eye Level,Right,True,0,413.53,349.76,True,End Cap,True,Garnier,
AUD00263,2024-02-26,STR2438,Daily Needs,Convenience,Kolkata,East,Amit Singh,Dove,Dove Anti-Dandruff Shampoo,DOV1000ANT98,Anti-Dandruff,1000,4,24,16.67,Bottom,Center-Left,True,0,130.38,,False,Gondola End,True,Sunsilk,
AUD00264,2024-02-15,STR2235,Reliance Fresh Extra,Hypermarket,Surat,West,Anita Patel,Herbal Essences,Herbal Essences Anti-Dandruff Shampoo,HER340ANT92,Anti-Dandruff,340,4,58,6.9,Top,Right,True,0,354.13,,False,Clip Strip,True,Dove,
AUD00265,2024-05-02,STR6109,7-Eleven,Convenience,Ahmedabad,West,Priya Sharma,Head & Shoulders,Head & Shoulders Repair & Care Shampoo,HEA340REP85,Repair & Care,340,7,58,12.07,Bottom,Center,False,4,240.9,,False,Standard Shelf,True,L'Oréal,
AUD00266,2024-07-21,STR8096,QuickMart,Convenience,Surat,West,Divya Nair,Dove,Dove Anti-Dandruff Shampoo,DOV340ANT62,Anti-Dandruff,340,7,43,16.28,Top,Right,True,0,482.85,,False,Standard Shelf,True,Head & Shoulders,
AUD00267,2024-05-17,STR1804,Reliance Fresh,Supermarket,Hyderabad,South,Suresh Kumar,L'Oréal,L'Oréal Charcoal Shampoo,L'O500CHA45,Charcoal,500,3,33,9.09,Top,Center-Left,True,0,407.48,,False,Clip Strip,True,Garnier,
AUD00268,2024-09-11,STR5141,D-Mart,Hypermarket,Mumbai,West,Rahul Verma,Garnier,Garnier Smoothing Shampoo,GAR700SMO43,Smoothing,700,3,29,10.34,Bottom,Right,True,0,293.12,,False,Clip Strip,False,Sunsilk,
AUD00269,2024-09-15,STR9201,Reliance Fresh,Supermarket,Jaipur,North,Vikram Rao,Garnier,Garnier Strengthening Shampoo,GAR700STR65,Strengthening,700,7,47,14.89,Eye Level,Right,True,0,243.26,,False,Standard Shelf,True,Pantene,
AUD00270,2024-02-15,STR5714,Spencer's,Supermarket,Jaipur,North,Divya Nair,Sunsilk,Sunsilk Color Protect Shampoo,SUN200COL75,Color Protect,200,4,54,7.41,Bottom,Center-Right,True,0,497.39,,False,Clip Strip,True,L'Oréal,
AUD00271,2024-12-28,STR7138,WholesaleMart,Wholesale,Surat,West,Divya Nair,Dove,Dove Repair & Care Shampoo,DOV700REP32,Repair & Care,700,4,56,7.14,Mid,Center-Right,True,0,285.09,268.79,True,End Cap,True,L'Oréal,
AUD00272,2024-02-22,STR6023,WholesaleMart,Wholesale,Kolkata,East,Divya Nair,Garnier,Garnier Smoothing Shampoo,GAR700SMO45,Smoothing,700,3,56,5.36,Mid,Right,True,0,613.24,,False,Gondola End,False,Clinic Plus,
AUD00273,2024-10-09,STR6443,Reliance Fresh,Supermarket,Hyderabad,South,Divya Nair,Dove,Dove Moisturizing Shampoo,DOV400MOI98,Moisturizing,400,4,40,10.0,Eye Level,Center-Left,True,0,166.0,,False,Standard Shelf,True,Sunsilk,
AUD00274,2024-04-17,STR4483,Daily Needs,Convenience,Delhi,North,Vikram Rao,Rejoice,Rejoice Argan Oil Shampoo,REJ400ARG44,Argan Oil,400,1,53,1.89,Eye Level,Left,True,0,201.85,,False,Standard Shelf,False,TRESemmé,
AUD00275,2024-11-06,STR7657,7-Eleven,Convenience,Bangalore,South,Rahul Verma,L'Oréal,L'Oréal Repair & Care Shampoo,L'O400REP51,Repair & Care,400,6,37,16.22,Eye Level,Center-Left,True,0,413.76,,False,Gondola End,True,Herbal Essences,
AUD00276,2024-02-11,STR8085,WholesaleMart,Wholesale,Pune,West,Neha Gupta,Dove,Dove Keratin Shampoo,DOV500KER57,Keratin,500,5,34,14.71,Eye Level,Center-Left,True,0,489.93,,False,Standard Shelf,True,Sunsilk,
AUD00277,2024-02-20,STR9776,Reliance Fresh,Supermarket,Mumbai,West,Anita Patel,Pantene,Pantene Strengthening Shampoo,PAN700STR96,Strengthening,700,8,54,14.81,Top,Left,True,0,228.46,,False,Standard Shelf,True,L'Oréal,
AUD00278,2024-06-17,STR2516,7-Eleven,Convenience,Kolkata,East,Divya Nair,Head & Shoulders,Head & Shoulders Strengthening Shampoo,HEA1000STR26,Strengthening,1000,4,55,7.27,Eye Level,Center-Right,True,0,580.5,550.42,True,Free Standing Display,True,Dove,
AUD00279,2024-03-10,STR2325,Apollo Pharmacy,Pharmacy,Kolkata,East,Neha Gupta,L'Oréal,L'Oréal Moisturizing Shampoo,L'O700MOI21,Moisturizing,700,2,26,7.69,Top,Center-Right,True,0,196.6,,False,End Cap,True,Garnier,
AUD00280,2024-02-03,STR2442,Frank Ross,Pharmacy,Bangalore,South,Rahul Verma,Pantene,Pantene Charcoal Shampoo,PAN400CHA14,Charcoal,400,6,30,20.0,Mid,Right,True,0,603.78,,False,Standard Shelf,True,Garnier,
AUD00281,2024-11-13,STR6220,Reliance Fresh Extra,Hypermarket,Hyderabad,South,Amit Singh,L'Oréal,L'Oréal Keratin Shampoo,L'O1000KER23,Keratin,1000,6,20,30.0,Eye Level,Center,True,0,468.72,,False,Standard Shelf,False,Rejoice,
AUD00282,2024-08-15,STR6902,Costco India,Wholesale,Mumbai,West,Rahul Verma,Head & Shoulders,Head & Shoulders Anti-Dandruff Shampoo,HEA500ANT79,Anti-Dandruff,500,1,41,2.44,Eye Level,Right,True,0,192.7,180.3,True,Gondola End,True,Herbal Essences,
AUD00283,2024-08-15,STR8572,More Supermarket,Supermarket,Mumbai,West,Rahul Verma,L'Oréal,L'Oréal Strengthening Shampoo,L'O1000STR72,Strengthening,1000,5,53,9.43,Bottom,Right,True,0,611.22,501.83,True,End Cap,True,Garnier,
AUD00284,2024-03-19,STR2354,QuickMart,Convenience,Kolkata,East,Anita Patel,Pantene,Pantene Anti-Dandruff Shampoo,PAN500ANT98,Anti-Dandruff,500,5,47,10.64,Eye Level,Center-Right,True,0,321.33,,False,Clip Strip,True,Head & Shoulders,
AUD00285,2024-01-20,STR3820,Metro Cash & Carry,Wholesale,Pune,West,Anita Patel,L'Oréal,L'Oréal Anti-Dandruff Shampoo,L'O340ANT87,Anti-Dandruff,340,5,44,11.36,Eye Level,Right,True,0,278.8,,False,Gondola End,True,TRESemmé,
AUD00286,2024-05-19,STR7185,More Supermarket,Supermarket,Ahmedabad,West,Vikram Rao,Herbal Essences,Herbal Essences Repair & Care Shampoo,HER1000REP58,Repair & Care,1000,8,48,16.67,Mid,Center-Right,True,0,363.63,,False,End Cap,False,Garnier,
AUD00287,2024-06-05,STR4423,7-Eleven,Convenience,Jaipur,North,Priya Sharma,Head & Shoulders,Head & Shoulders Moisturizing Shampoo,HEA200MOI31,Moisturizing,200,8,31,25.81,Mid,Center-Right,True,0,185.16,148.48,True,End Cap,True,Sunsilk,
AUD00288,2024-10-14,STR9337,More Supermarket,Supermarket,Ahmedabad,West,Vikram Rao,Herbal Essences,Herbal Essences Argan Oil Shampoo,HER1000ARG90,Argan Oil,1000,6,24,25.0,Mid,Left,True,0,582.54,,False,Gondola End,True,Clinic Plus,
AUD00289,2024-06-23,STR5378,D-Mart,Hypermarket,Chennai,South,Divya Nair,Garnier,Garnier Smoothing Shampoo,GAR200SMO83,Smoothing,200,2,55,3.64,Mid,Center,True,0,612.05,,False,Standard Shelf,True,Rejoice,
AUD00290,2024-01-03,STR7496,Apollo Pharmacy,Pharmacy,Chennai,South,Priya Sharma,Garnier,Garnier Keratin Shampoo,GAR200KER31,Keratin,200,4,49,8.16,Eye Level,Right,True,0,621.91,498.76,True,End Cap,True,Pantene,
AUD00291,2024-02-02,STR6725,Reliance Fresh,Supermarket,Hyderabad,South,Neha Gupta,Head & Shoulders,Head & Shoulders Smoothing Shampoo,HEA1000SMO33,Smoothing,1000,8,34,23.53,Top,Center-Right,True,0,565.47,512.76,True,Gondola End,True,Dove,
AUD00292,2024-05-06,STR3049,Reliance Fresh Extra,Hypermarket,Hyderabad,South,Rahul Verma,TRESemmé,TRESemmé Volumizing Shampoo,TRE340VOL29,Volumizing,340,3,56,5.36,Bottom,Center-Left,True,0,202.8,,False,Clip Strip,True,L'Oréal,
AUD00293,2024-04-10,STR3719,Booker,Wholesale,Kolkata,East,Anita Patel,Rejoice,Rejoice Argan Oil Shampoo,REJ700ARG35,Argan Oil,700,4,50,8.0,Eye Level,Right,True,0,96.27,,False,Standard Shelf,True,Dove,
AUD00294,2024-07-21,STR7603,D-Mart,Hypermarket,Chennai,South,Suresh Kumar,Rejoice,Rejoice Color Protect Shampoo,REJ400COL85,Color Protect,400,6,40,15.0,Bottom,Right,True,0,393.44,342.42,True,End Cap,False,Sunsilk,
AUD00295,2024-05-11,STR1857,WholesaleMart,Wholesale,Surat,West,Suresh Kumar,L'Oréal,L'Oréal Keratin Shampoo,L'O700KER41,Keratin,700,4,46,8.7,Mid,Left,True,0,504.3,,False,Standard Shelf,False,Rejoice,
AUD00296,2024-11-10,STR1992,Booker,Wholesale,Chennai,South,Neha Gupta,Dove,Dove Argan Oil Shampoo,DOV400ARG50,Argan Oil,400,6,23,26.09,Bottom,Center-Left,True,0,286.61,,False,Standard Shelf,True,TRESemmé,
AUD00297,2024-07-29,STR3461,Daily Needs,Convenience,Chennai,South,Divya Nair,L'Oréal,L'Oréal Anti-Dandruff Shampoo,L'O1000ANT21,Anti-Dandruff,1000,5,56,8.93,Top,Left,True,0,95.6,,False,Free Standing Display,False,Pantene,
AUD00298,2024-08-09,STR7810,Reliance Fresh Extra,Hypermarket,Surat,West,Priya Sharma,Rejoice,Rejoice Charcoal Shampoo,REJ1000CHA51,Charcoal,1000,4,57,7.02,Top,Right,True,0,88.91,73.92,True,Free Standing Display,True,Garnier,
AUD00299,2024-10-24,STR2907,Wellness Forever,Pharmacy,Jaipur,North,Priya Sharma,TRESemmé,TRESemmé Charcoal Shampoo,TRE200CHA47,Charcoal,200,5,50,10.0,Top,Center-Left,True,0,440.38,,False,Free Standing Display,True,Rejoice,
AUD00300,2024-11-16,STR3561,BigBazaar,Hypermarket,Mumbai,West,Divya Nair,Sunsilk,Sunsilk Moisturizing Shampoo,SUN400MOI17,Moisturizing,400,5,45,11.11,Eye Level,Left,True,0,549.3,,False,Standard Shelf,True,TRESemmé,
AUD00301,2024-10-07,STR9454,Wellness Forever,Pharmacy,Chennai,South,Priya Sharma,Head & Shoulders,Head & Shoulders Argan Oil Shampoo,HEA200ARG69,Argan Oil,200,3,38,7.89,Eye Level,Center-Right,True,0,461.21,,False,Free Standing Display,True,Clinic Plus,
AUD00302,2024-08-22,STR2037,Reliance Fresh,Supermarket,Pune,West,Vikram Rao,TRESemmé,TRESemmé Anti-Dandruff Shampoo,TRE400ANT66,Anti-Dandruff,400,7,49,14.29,Bottom,Right,True,0,176.74,,False,Clip Strip,True,L'Oréal,
AUD00303,2024-04-22,STR1087,Nature's Basket,Supermarket,Bangalore,South,Divya Nair,Herbal Essences,Herbal Essences Charcoal Shampoo,HER400CHA95,Charcoal,400,3,36,8.33,Eye Level,Center-Left,True,0,376.86,,False,End Cap,False,Head & Shoulders,
AUD00304,2024-08-18,STR1579,Nature's Basket,Supermarket,Mumbai,West,Neha Gupta,L'Oréal,L'Oréal Anti-Dandruff Shampoo,L'O1000ANT79,Anti-Dandruff,1000,5,29,17.24,Top,Right,True,0,483.41,,False,Free Standing Display,True,Pantene,
AUD00305,2024-12-21,STR8216,Spencer's,Supermarket,Pune,West,Amit Singh,Pantene,Pantene Argan Oil Shampoo,PAN200ARG36,Argan Oil,200,5,42,11.9,Eye Level,Center-Right,True,0,349.22,,False,Standard Shelf,True,TRESemmé,
AUD00306,2024-01-18,STR7463,Apollo Pharmacy,Pharmacy,Bangalore,South,Priya Sharma,Rejoice,Rejoice Moisturizing Shampoo,REJ1000MOI22,Moisturizing,1000,4,38,10.53,Top,Right,True,0,481.51,,False,Standard Shelf,True,Pantene,
AUD00307,2024-09-27,STR9883,Frank Ross,Pharmacy,Surat,West,Anita Patel,Head & Shoulders,Head & Shoulders Strengthening Shampoo,HEA700STR55,Strengthening,700,6,21,28.57,Mid,Center-Left,True,0,558.52,,False,End Cap,True,Sunsilk,
AUD00308,2024-09-12,STR2960,HyperCity,Hypermarket,Bangalore,South,Divya Nair,Herbal Essences,Herbal Essences Argan Oil Shampoo,HER500ARG52,Argan Oil,500,4,21,19.05,Bottom,Center,True,0,508.73,,False,Standard Shelf,True,Pantene,
AUD00309,2024-11-02,STR5796,Metro Cash & Carry,Wholesale,Jaipur,North,Amit Singh,L'Oréal,L'Oréal Color Protect Shampoo,L'O340COL11,Color Protect,340,5,50,10.0,Eye Level,Center,True,0,489.62,,False,End Cap,True,Pantene,
AUD00310,2024-06-23,STR9928,WholesaleMart,Wholesale,Delhi,North,Neha Gupta,Garnier,Garnier Color Protect Shampoo,GAR340COL40,Color Protect,340,7,51,13.73,Top,Left,False,5,530.83,,False,End Cap,False,TRESemmé,
AUD00311,2024-12-04,STR4828,Spencer's,Supermarket,Hyderabad,South,Divya Nair,L'Oréal,L'Oréal Charcoal Shampoo,L'O500CHA98,Charcoal,500,7,40,17.5,Mid,Center-Right,True,0,456.14,373.97,True,Standard Shelf,True,Clinic Plus,
AUD00312,2024-08-25,STR3338,More Supermarket,Supermarket,Bangalore,South,Neha Gupta,Pantene,Pantene Argan Oil Shampoo,PAN400ARG49,Argan Oil,400,3,59,5.08,Bottom,Right,True,0,382.01,,False,End Cap,False,Clinic Plus,
AUD00313,2024-04-29,STR9732,Daily Needs,Convenience,Mumbai,West,Neha Gupta,TRESemmé,TRESemmé Charcoal Shampoo,TRE500CHA54,Charcoal,500,6,36,16.67,Eye Level,Right,True,0,117.6,103.46,True,Free Standing Display,True,Clinic Plus,
AUD00314,2024-06-13,STR7774,WholesaleMart,Wholesale,Delhi,North,Vikram Rao,TRESemmé,TRESemmé Charcoal Shampoo,TRE700CHA53,Charcoal,700,3,25,12.0,Mid,Center-Left,True,0,323.86,261.52,True,End Cap,True,Pantene,
AUD00315,2024-06-24,STR1137,Metro Cash & Carry,Wholesale,Ahmedabad,West,Neha Gupta,Dove,Dove Strengthening Shampoo,DOV340STR20,Strengthening,340,8,49,16.33,Bottom,Center-Left,True,0,542.35,,False,Free Standing Display,True,Rejoice,
AUD00316,2024-02-20,STR6782,Apollo Pharmacy,Pharmacy,Delhi,North,Anita Patel,Head & Shoulders,Head & Shoulders Smoothing Shampoo,HEA340SMO86,Smoothing,340,2,59,3.39,Bottom,Center-Left,True,0,516.11,442.72,True,Clip Strip,False,Sunsilk,
AUD00317,2024-08-14,STR4625,Reliance Fresh,Supermarket,Pune,West,Anita Patel,Rejoice,Rejoice Color Protect Shampoo,REJ400COL77,Color Protect,400,5,57,8.77,Top,Center,True,0,514.69,,False,Standard Shelf,True,Pantene,
AUD00318,2024-09-30,STR5772,HyperCity,Hypermarket,Bangalore,South,Anita Patel,Clinic Plus,Clinic Plus Volumizing Shampoo,CLI1000VOL51,Volumizing,1000,1,52,1.92,Mid,Right,True,0,352.44,,False,Standard Shelf,True,Garnier,
AUD00319,2024-04-02,STR8644,More Supermarket,Supermarket,Pune,West,Rahul Verma,TRESemmé,TRESemmé Color Protect Shampoo,TRE1000COL84,Color Protect,1000,5,26,19.23,Bottom,Center-Left,False,7,158.27,,False,Free Standing Display,True,Rejoice,
AUD00320,2024-10-03,STR7174,WholesaleMart,Wholesale,Ahmedabad,West,Divya Nair,Garnier,Garnier Repair & Care Shampoo,GAR340REP58,Repair & Care,340,8,29,27.59,Top,Center,False,11,342.2,274.77,True,Gondola End,True,L'Oréal,
AUD00321,2024-08-30,STR9091,Nature's Basket,Supermarket,Pune,West,Suresh Kumar,Dove,Dove Strengthening Shampoo,DOV340STR12,Strengthening,340,6,39,15.38,Bottom,Center-Right,True,0,405.6,,False,Standard Shelf,True,Head & Shoulders,
AUD00322,2024-03-30,STR5247,Reliance Fresh Extra,Hypermarket,Surat,West,Divya Nair,Herbal Essences,Herbal Essences Keratin Shampoo,HER1000KER49,Keratin,1000,5,22,22.73,Top,Left,True,0,405.12,,False,Standard Shelf,True,Pantene,
AUD00323,2024-12-13,STR7385,In & Out,Convenience,Kolkata,East,Priya Sharma,TRESemmé,TRESemmé Color Protect Shampoo,TRE400COL35,Color Protect,400,8,49,16.33,Top,Right,True,0,475.24,,False,Standard Shelf,True,Rejoice,
AUD00324,2024-03-08,STR9497,Apollo Pharmacy,Pharmacy,Jaipur,North,Amit Singh,Rejoice,Rejoice Argan Oil Shampoo,REJ200ARG24,Argan Oil,200,8,44,18.18,Eye Level,Center-Left,True,0,646.91,593.63,True,Free Standing Display,False,L'Oréal,
AUD00325,2024-06-25,STR7495,Metro Cash & Carry,Wholesale,Delhi,North,Rahul Verma,Sunsilk,Sunsilk Strengthening Shampoo,SUN340STR14,Strengthening,340,5,43,11.63,Eye Level,Center-Left,True,0,467.31,,False,Free Standing Display,True,L'Oréal,
AUD00326,2024-12-09,STR5490,In & Out,Convenience,Bangalore,South,Vikram Rao,Sunsilk,Sunsilk Strengthening Shampoo,SUN200STR67,Strengthening,200,7,58,12.07,Mid,Center-Right,True,0,401.47,378.95,True,Standard Shelf,True,Clinic Plus,
AUD00327,2024-06-26,STR9194,QuickMart,Convenience,Jaipur,North,Suresh Kumar,Pantene,Pantene Smoothing Shampoo,PAN400SMO36,Smoothing,400,5,45,11.11,Top,Center-Left,True,0,556.05,527.14,True,Standard Shelf,False,L'Oréal,
AUD00328,2024-08-20,STR8663,Reliance Fresh,Supermarket,Jaipur,North,Divya Nair,Sunsilk,Sunsilk Keratin Shampoo,SUN1000KER34,Keratin,1000,2,41,4.88,Mid,Center-Right,True,0,445.2,,False,End Cap,True,Garnier,
AUD00329,2024-01-08,STR8155,Daily Needs,Convenience,Surat,West,Rahul Verma,Sunsilk,Sunsilk Volumizing Shampoo,SUN700VOL63,Volumizing,700,5,55,9.09,Top,Center-Right,True,0,325.22,266.81,True,Gondola End,True,Dove,
AUD00330,2024-05-06,STR2439,Reliance Fresh,Supermarket,Jaipur,North,Neha Gupta,Garnier,Garnier Strengthening Shampoo,GAR700STR72,Strengthening,700,3,58,5.17,Top,Right,True,0,233.44,,False,Free Standing Display,True,Dove,
AUD00331,2024-11-07,STR4158,D-Mart,Hypermarket,Mumbai,West,Divya Nair,Dove,Dove Keratin Shampoo,DOV500KER82,Keratin,500,3,22,13.64,Top,Left,True,0,80.72,66.22,True,End Cap,False,Head & Shoulders,
AUD00332,2024-01-30,STR4392,Daily Needs,Convenience,Surat,West,Suresh Kumar,Garnier,Garnier Volumizing Shampoo,GAR200VOL34,Volumizing,200,1,50,2.0,Eye Level,Center,True,0,215.05,,False,End Cap,True,Head & Shoulders,
AUD00333,2024-08-29,STR7500,Booker,Wholesale,Jaipur,North,Neha Gupta,TRESemmé,TRESemmé Smoothing Shampoo,TRE1000SMO68,Smoothing,1000,7,36,19.44,Bottom,Left,True,0,186.41,165.58,True,End Cap,True,Garnier,
AUD00334,2024-09-28,STR9032,Booker,Wholesale,Bangalore,South,Priya Sharma,Herbal Essences,Herbal Essences Volumizing Shampoo,HER200VOL17,Volumizing,200,5,29,17.24,Eye Level,Right,True,0,133.57,,False,Gondola End,True,Garnier,
AUD00335,2024-07-02,STR8079,Wellness Forever,Pharmacy,Jaipur,North,Divya Nair,TRESemmé,TRESemmé Keratin Shampoo,TRE500KER46,Keratin,500,6,36,16.67,Top,Center-Right,False,5,183.61,,False,Standard Shelf,True,L'Oréal,
AUD00336,2024-09-18,STR2298,QuickMart,Convenience,Pune,West,Suresh Kumar,Pantene,Pantene Moisturizing Shampoo,PAN500MOI44,Moisturizing,500,5,31,16.13,Mid,Center-Left,True,0,118.38,102.28,True,Standard Shelf,False,Garnier,
AUD00337,2024-03-07,STR8746,Costco India,Wholesale,Ahmedabad,West,Rahul Verma,Garnier,Garnier Color Protect Shampoo,GAR340COL51,Color Protect,340,5,26,19.23,Mid,Left,True,0,212.14,,False,Standard Shelf,False,Head & Shoulders,
AUD00338,2024-08-26,STR6352,Booker,Wholesale,Mumbai,West,Divya Nair,TRESemmé,TRESemmé Anti-Dandruff Shampoo,TRE400ANT52,Anti-Dandruff,400,5,37,13.51,Mid,Left,True,0,124.91,,False,Free Standing Display,False,Sunsilk,
AUD00339,2024-11-15,STR9384,Spencer's,Supermarket,Jaipur,North,Anita Patel,Herbal Essences,Herbal Essences Keratin Shampoo,HER200KER94,Keratin,200,1,31,3.23,Eye Level,Center,True,0,546.68,,False,Standard Shelf,True,Sunsilk,
AUD00340,2024-06-16,STR5938,7-Eleven,Convenience,Jaipur,North,Rahul Verma,Herbal Essences,Herbal Essences Strengthening Shampoo,HER1000STR70,Strengthening,1000,1,57,1.75,Bottom,Center-Right,True,0,188.89,163.85,True,Gondola End,True,Garnier,
AUD00341,2024-04-30,STR9179,Apollo Pharmacy,Pharmacy,Mumbai,West,Priya Sharma,Clinic Plus,Clinic Plus Strengthening Shampoo,CLI200STR79,Strengthening,200,6,58,10.34,Bottom,Center-Left,True,0,107.89,93.54,True,Gondola End,True,Rejoice,
AUD00342,2024-07-23,STR3674,Costco India,Wholesale,Mumbai,West,Vikram Rao,TRESemmé,TRESemmé Color Protect Shampoo,TRE340COL55,Color Protect,340,5,30,16.67,Eye Level,Center-Right,True,0,500.94,422.71,True,Clip Strip,True,Dove,
AUD00343,2024-09-01,STR5423,QuickMart,Convenience,Hyderabad,South,Amit Singh,TRESemmé,TRESemmé Color Protect Shampoo,TRE700COL87,Color Protect,700,1,26,3.85,Mid,Center,True,0,444.42,416.98,True,End Cap,True,Herbal Essences,
AUD00344,2024-12-07,STR3413,7-Eleven,Convenience,Chennai,South,Neha Gupta,Clinic Plus,Clinic Plus Moisturizing Shampoo,CLI500MOI78,Moisturizing,500,7,58,12.07,Top,Center-Right,True,0,544.22,,False,Gondola End,False,Pantene,
AUD00345,2024-05-11,STR8822,Daily Needs,Convenience,Bangalore,South,Anita Patel,Clinic Plus,Clinic Plus Strengthening Shampoo,CLI400STR89,Strengthening,400,4,59,6.78,Mid,Center-Right,True,0,100.56,,False,Free Standing Display,True,Herbal Essences,
AUD00346,2024-10-12,STR1233,QuickMart,Convenience,Hyderabad,South,Suresh Kumar,Rejoice,Rejoice Charcoal Shampoo,REJ1000CHA44,Charcoal,1000,3,50,6.0,Eye Level,Center-Left,True,0,195.41,,False,Gondola End,True,Herbal Essences,
AUD00347,2024-06-28,STR7854,QuickMart,Convenience,Bangalore,South,Amit Singh,Dove,Dove Moisturizing Shampoo,DOV1000MOI41,Moisturizing,1000,5,47,10.64,Eye Level,Center,True,0,591.1,558.24,True,Free Standing Display,True,TRESemmé,
AUD00348,2024-12-19,STR5599,Booker,Wholesale,Surat,West,Rahul Verma,Garnier,Garnier Moisturizing Shampoo,GAR700MOI73,Moisturizing,700,7,23,30.43,Bottom,Center,True,0,483.05,,False,Gondola End,True,Dove,
AUD00349,2024-10-31,STR7962,HyperCity,Hypermarket,Jaipur,North,Amit Singh,Herbal Essences,Herbal Essences Charcoal Shampoo,HER500CHA10,Charcoal,500,6,47,12.77,Eye Level,Center,True,0,646.38,,False,Gondola End,False,Rejoice,
AUD00350,2024-08-15,STR4627,QuickMart,Convenience,Jaipur,North,Rahul Verma,TRESemmé,TRESemmé Strengthening Shampoo,TRE200STR52,Strengthening,200,2,35,5.71,Bottom,Center-Right,True,0,100.94,,False,Standard Shelf,True,Dove,
AUD00351,2024-05-24,STR2565,QuickMart,Convenience,Chennai,South,Amit Singh,Herbal Essences,Herbal Essences Repair & Care Shampoo,HER1000REP27,Repair & Care,1000,7,48,14.58,Mid,Right,True,0,185.26,,False,Free Standing Display,True,Sunsilk,
AUD00352,2024-09-06,STR3350,Nature's Basket,Supermarket,Hyderabad,South,Anita Patel,TRESemmé,TRESemmé Color Protect Shampoo,TRE400COL42,Color Protect,400,6,32,18.75,Eye Level,Center-Left,False,9,315.56,,False,Clip Strip,True,Head & Shoulders,
AUD00353,2024-08-16,STR8272,More Supermarket,Supermarket,Bangalore,South,Neha Gupta,Rejoice,Rejoice Charcoal Shampoo,REJ500CHA25,Charcoal,500,4,24,16.67,Top,Center-Right,True,0,605.39,,False,Gondola End,True,Pantene,
AUD00354,2024-04-29,STR4172,Apollo Pharmacy,Pharmacy,Bangalore,South,Vikram Rao,Dove,Dove Repair & Care Shampoo,DOV500REP26,Repair & Care,500,2,20,10.0,Mid,Center-Left,True,0,562.05,,False,End Cap,True,Garnier,
AUD00355,2024-03-29,STR9580,In & Out,Convenience,Ahmedabad,West,Rahul Verma,TRESemmé,TRESemmé Charcoal Shampoo,TRE700CHA24,Charcoal,700,6,49,12.24,Eye Level,Center-Right,True,0,448.12,,False,End Cap,True,Clinic Plus,
AUD00356,2024-10-08,STR9189,7-Eleven,Convenience,Hyderabad,South,Suresh Kumar,Pantene,Pantene Volumizing Shampoo,PAN700VOL52,Volumizing,700,3,58,5.17,Bottom,Right,True,0,106.99,,False,Free Standing Display,True,TRESemmé,
AUD00357,2024-11-20,STR6768,Nature's Basket,Supermarket,Kolkata,East,Anita Patel,Clinic Plus,Clinic Plus Smoothing Shampoo,CLI700SMO78,Smoothing,700,1,53,1.89,Top,Right,False,8,345.78,,False,Standard Shelf,True,Herbal Essences,
AUD00358,2024-04-26,STR3032,Daily Needs,Convenience,Hyderabad,South,Priya Sharma,Garnier,Garnier Anti-Dandruff Shampoo,GAR200ANT17,Anti-Dandruff,200,6,31,19.35,Bottom,Right,True,0,244.23,,False,Gondola End,True,Pantene,
AUD00359,2024-05-26,STR9484,BigBazaar,Hypermarket,Kolkata,East,Neha Gupta,Sunsilk,Sunsilk Charcoal Shampoo,SUN340CHA53,Charcoal,340,4,46,8.7,Mid,Right,True,0,299.1,,False,Standard Shelf,False,Clinic Plus,
